WHINED,WHILED,WAILED,WALLED,WALLET,BALLET,BALLOT
TRUCKS,TRACKS,TRACES,BRACES,BRAVES,BRAVER,BEAVER
CHORDS,CHORES,CHOKES,CHOKED,COOKED,CORKED,WORKED
SETTLE,SETTEE,SETTER,BETTER,BATTER,BARTER,BARBER
GLOVED,GLOVES,GROVES,GRAVES,CRAVES,CRANES,CRANKS
PREYED,PRAYED,PLAYED,PLANED,PLANES,PLANKS,FLANKS
SPARKS,SPARES,SPARED,SEARED,SEALED,HEALED,HEELED
LETTER,BETTER,BEATER,BEAVER,BRAVER,BRAVES,BRAVOS
CHORDS,CHORES,CHOKES,CHOKED,COOKED,CORKED,FORKED
WORKED,CORKED,COOKED,CHOKED,CHOKES,CHORES,CHORUS
THANKS,SHANKS,SHARKS,SHARES,SHARED,SOARED,SOURED
PEALED,SEALED,SEARED,SPARED,SPARES,SPORES,SPORTS
BANNER,BANTER,BATTER,BETTER,SETTER,SETTEE,SETTLE
BRAVOS,BRAVES,GRAVES,GRADES,GLADES,GLIDES,GLIDED
SHIRTS,SHIRES,SHARES,SHARED,SEARED,SEATED,HEATED
PEELED,PEALED,SEALED,SEARED,SPARED,SPARES,SPARKS
LAPPED,LAPSED,LAPSES,LASSES,MASSES,MISSES,MISSIS
CHORUS,CHORES,CHOKES,CHOKED,COOKED,CORKED,WORKED
SHARKS,SHARES,SHARED,SEARED,SEALED,HEALED,HEELED
BRAVOS,BRAVES,BRAVER,BEAVER,BEATER,BETTER,WETTER
STATUS,STATES,STATED,SEATED,SEALED,PEALED,PEELED
SHOCKS,SHACKS,SHARKS,SHARES,SHARED,SEARED,REARED
HEELED,HEALED,SEALED,SEARED,STARED,STARES,STARTS
FLANKS,PLANKS,PLANES,PLANED,PLAYED,PRAYED,PREYED
SPARKS,SPARES,SPARED,SEARED,SEALED,PEALED,PEELED
GLOWED,GLOVED,GLOVES,GROVES,GRAVES,BRAVES,BRAVOS
BRAVOS,BRAVES,BRAVER,BEAVER,BEATER,BETTER,FETTER
ROAMED,ROARED,SOARED,SPARED,SPARES,SPORES,SPORTS
FORGOT,FORGET,FORGED,FORDED,WORDED,WARDED,WADDED
MINORS,MINERS,LINERS,LIVERS,LIVERY,LIVELY,LOVELY
ROARED,SOARED,SHARED,SHARES,SHIRES,SHIRTS,SHIFTS
SHUCKS,SHACKS,SHARKS,SHARES,SHARED,SEARED,FEARED
LICKED,LACKED,HACKED,HACKER,HANKER,HANGER,HANGAR
SETTLE,SETTEE,SETTER,BETTER,BATTER,BARTER,BARKER
HEALED,SEALED,SEARED,SPARED,SPARES,SPORES,SPORTS
HEELED,HEALED,SEALED,SCALED,SCALES,SCALPS,SCAMPS
FETTER,BETTER,BEATER,BEAVER,BRAVER,BRAVES,BRAVOS
LEADED,LOADED,LORDED,FORDED,FORGED,FORGET,FORGOT
BRAVOS,BRAVES,BRAVER,BEAVER,BEATER,BETTER,SETTER
SHIFTS,SHIRTS,SHIRES,SHARES,SHARED,SEARED,NEARED
REARED,SEARED,SHARED,SHARES,SHARKS,SHACKS,SHOCKS
HEALED,SEALED,SEARED,SHARED,SHARES,SHORES,SHORTS
CORKED,COOKED,CHOKED,CHOKES,CHORES,SHORES,SHORTS
TRICKS,TRACKS,TRACES,BRACES,BRAVES,BRAVER,BEAVER
PICKET,PACKET,PACKER,HACKER,HANKER,HANGER,HANGAR
HANGAR,HANGER,HANKER,HACKER,HACKED,TACKED,TUCKED
CRANKY,CRANKS,CRANES,CRAVES,GRAVES,GROVES,GLOVES
THINKS,THANKS,SHANKS,SHARKS,SHARES,SHARED,SOARED
CREEPS,CREEDS,BREEDS,BLEEDS,BLENDS,BLONDS,BLONDE
SETTLE,SETTEE,SETTER,BETTER,BUTTER,BUSTER,BUSIER
SHACKS,SHARKS,SHARES,SHARED,SOARED,SOURED,POURED
STARTS,STARES,STARED,SEARED,SEAMED,SEEMED,DEEMED
SEALED,SEARED,SHARED,SHARES,SHORES,CHORES,CHORDS
PEELED,PEALED,SEALED,SCALED,SCALES,SCALPS,SCAMPS
GLOVED,GLOVES,GROVES,GRAVES,GRACES,TRACES,TRACTS
SUCKED,SACKED,HACKED,HACKER,HANKER,HANGER,HANGAR
FEARED,SEARED,SHARED,SHARES,SHORES,SHORTS,SHOUTS
SHIRTS,SHIRES,SHARES,SHARED,SOARED,ROARED,ROAMED
ACORNS,SCORNS,SCORES,SHORES,SHIRES,SHINES,SHINED
SHINED,SHINES,SHIRES,SHORES,SCORES,SCORNS,ACORNS
PEALED,SEALED,SEARED,SHARED,SHARES,SHIRES,SHIRTS
STATUS,STATES,STATED,SEATED,HEATED,HEADED,HERDED
SHIFTS,SHIRTS,SHIRES,SHARES,SHARED,SOARED,ROARED
SPOUTS,SPORTS,SPORES,SPARES,SPARED,SEARED,FEARED
REAPED,REARED,SEARED,SHARED,SHARES,SHIRES,SHIRTS
CHOKED,COOKED,CORKED,FORKED,FORGED,FORGET,FORGOT
STORMY,STOREY,STORED,STARED,STATED,SLATED,PLATED
CHORUS,CHORES,SHORES,STORES,STORED,STOWED,STEWED
STATUS,STATES,STATED,SEATED,HEATED,HEAPED,HELPED
FEARED,SEARED,SHARED,SHARES,SHARKS,SHACKS,SHOCKS
SHORTS,SHORES,SHARES,SHARED,SEARED,SEALED,PEALED
SHOUTS,SHORTS,SHORES,SHARES,SHARED,SOARED,ROARED
ROAMED,ROARED,SOARED,SHARED,SHARES,SHORES,SHORTS
PREYED,PRAYED,PLAYED,PLANED,PLANES,PLANKS,BLANKS
SHORTS,SHORES,SHARES,SHARED,SEARED,SEALED,HEALED
NEARED,SEARED,SHARED,SHARES,SHORES,SHORTS,SHOUTS
HANGAR,HANGER,HANKER,HACKER,PACKER,PACKET,POCKET
SHUCKS,SHACKS,SHARKS,SHARES,SHARED,SOARED,ROARED
FORGOT,FORGET,FORGED,FORMED,FOAMED,FLAMED,BLAMED
TEEMED,SEEMED,SEAMED,SEARED,STARED,STARES,STARTS
BALLOT,BALLET,WALLET,WALLED,WAILED,WHILED,WHINED
MISSIS,MISSES,MASSES,LASSES,LAPSES,LAPSED,LAPPED
SPORTS,SPORES,SPARES,SPARED,SEARED,SEALED,PEALED
REARED,SEARED,SHARED,SHARES,SHORES,SHORTS,SHOOTS
STARTS,STARES,STARED,SEARED,SEALED,PEALED,PEELED
HEATED,SEATED,SEARED,SHARED,SHARES,SHORES,SHORTS
SCALPS,SCALES,SCALED,SEALED,PEALED,PEELED,PEEPED
HEELED,HEALED,SEALED,SEARED,SHARED,SHARES,SHARKS
BEAVER,BRAVER,BRAVES,BRACES,TRACES,TRACKS,TRUCKS
STEWED,STOWED,STORED,STORES,SHORES,CHORES,CHORUS
LAPPED,LAPSED,LAPSES,LASSES,MASSES,MISSES,MISSUS
GLOVED,GLOVES,GROVES,GRAVES,GRACES,TRACES,TRACKS
HEATED,SEATED,SEARED,SPARED,SPARES,SPORES,SPORTS
LENDER,LEADER,LEAVER,BEAVER,BRAVER,BRAVES,BRAVOS
SHOUTS,SHORTS,SHORES,SHARES,SHARED,SEARED,REARED
BARBER,BARTER,BATTER,BETTER,SETTER,SETTEE,SETTLE
ROARED,SOARED,SPARED,SPARES,SPORES,SPORTS,SPOUTS
STORMY,STOREY,STORED,STARED,STATED,SLATED,ELATED
SETTLE,SETTEE,SETTER,BETTER,BATTER,BANTER,BANNER
SPARKS,SPARES,SPARED,SOARED,SOURED,POURED,POUTED
FEARED,SEARED,SHARED,SHARES,SHORES,SHORTS,SHOOTS
SCALPS,SCALES,SCALED,SEALED,SEAMED,SEEMED,TEEMED
BARKER,BARTER,BATTER,BETTER,SETTER,SETTEE,SETTLE
CHORUS,CHORES,SHORES,SHARES,SHARED,SOARED,SOAKED
ROARED,SOARED,SHARED,SHARES,SHARKS,SHACKS,SHUCKS
CHORDS,CHORES,SHORES,SHARES,SHARED,SEARED,SEATED
SHOCKS,SHACKS,SHARKS,SHARES,SHARED,SEARED,FEARED
REAPED,REARED,SEARED,SHARED,SHARES,SHORES,SHORTS
SHOUTS,SHORTS,SHORES,SHARES,SHARED,SEARED,NEARED
SHIRTS,SHIRES,SHARES,SHARED,SEARED,SEALED,HEALED
SCALPS,SCALES,SCALED,SEALED,HEALED,HEAPED,HELPED
COOKED,CHOKED,CHOKES,CHORES,SHORES,SHARES,SHARKS
BLONDE,BLONDS,BLENDS,BLEEDS,BREEDS,CREEDS,CREEKS
ROARED,SOARED,SHARED,SHARES,SHARKS,SHACKS,SHOCKS
SCALPS,SCALES,SCALED,SEALED,PEALED,PEAKED,PECKED
SHARKS,SHARES,SHORES,CHORES,CHOKES,CHOKED,COOKED
TEEMED,SEEMED,SEAMED,SEARED,SPARED,SPARES,SPARKS
SHIFTS,SHIRTS,SHIRES,SHARES,SHARED,SEARED,REARED
POCKET,PACKET,PACKER,HACKER,HANKER,HANGER,HANGAR
REARED,SEARED,SHARED,SHARES,SHIRES,SHIRTS,SHIFTS
FEARED,SEARED,SHARED,SHARES,SHIRES,SHIRTS,SHIFTS
NEARED,SEARED,SHARED,SHARES,SHORES,SHORTS,SHOOTS
LOVELY,LIVELY,LIVERY,LIVERS,LINERS,MINERS,MINORS
SHARKS,SHARES,SHARED,SOARED,SOURED,POURED,POUTED
SCALPS,SCALES,SCALED,SEALED,SEAMED,SEEMED,DEEMED
NEARED,SEARED,SHARED,SHARES,SHARKS,SHACKS,SHUCKS
SPOUTS,SPORTS,SPORES,SPARES,SPARED,SEARED,REARED
PEERED,PEELED,PEALED,SEALED,SCALED,SCALES,SCALPS
BLINDS,BLENDS,BLEEDS,BREEDS,CREEDS,CREEPS,CREEPY
DEEMED,SEEMED,SEAMED,SEARED,STARED,STARES,STARTS
BEAMED,SEAMED,SEARED,SPARED,SPARES,SPORES,SPORTS
SOARED,SHARED,SHARES,SHARKS,SHANKS,THANKS,THINKS
SHOCKS,SHACKS,SHARKS,SHARES,SHARED,SOARED,ROARED
BEAVER,BRAVER,BRAVES,BRACES,TRACES,TRACKS,TRICKS
SCAMPS,SCALPS,SCALES,SCALED,SEALED,HEALED,HEELED
GLOVES,GROVES,GRAVES,CRAVES,CRANES,CRANKS,CRANKY
HANGAR,HANGER,HANKER,HACKER,HACKED,LACKED,LOCKED
SPICED,SPICES,SPIRES,SPORES,SCORES,SCORNS,ACORNS
WEDDED,WELDED,WELLED,WALLED,WALLET,BALLET,BALLOT
HANGAR,HANGER,HANKER,HACKER,PACKER,PACKET,PICKET
LOCKED,LACKED,HACKED,HACKER,HANKER,HANGER,HANGAR
STORMY,STOREY,STORED,STARED,SOARED,ROARED,ROAMED
CHORUS,CHORES,SHORES,SHARES,SHARED,SHAVED,SLAVED
BRAVOS,BRAVES,BRAVER,BEAVER,LEAVER,LEADER,LENDER
FORGOT,FORGET,FORGED,FORKED,CORKED,COOKED,CHOKED
CHORUS,CHORES,SHORES,SHARES,SHARED,SEARED,SEALED
PEELED,PEALED,SEALED,SEARED,STARED,STARES,STARTS
ROARED,SOARED,SHARED,SHARES,SHORES,SHORTS,SHOOTS
POUTED,POURED,SOURED,SOARED,STARED,STARES,STARTS
CHORUS,CHORES,CHOKES,CHOKED,COOKED,CORKED,FORKED
HANGAR,HANGER,HANGED,HINGED,SINGED,SINNED,SIGNED
SHORTS,SHORES,SHARES,SHARED,SEARED,SEATED,HEATED
BEAMED,SEAMED,SEARED,STARED,STORED,STOREY,STORMY
REARED,SEARED,SHARED,SHARES,SHORES,SHORTS,SHOUTS
NEUTER,NEATER,BEATER,BEAVER,BRAVER,BRAVES,BRAVOS
SEARED,SHARED,SHARES,SHARKS,SHANKS,THANKS,THINKS
CHORUS,CHORES,SHORES,SHARES,SHARED,SEARED,SEATED
CREEPY,CREEPS,CREEDS,BREEDS,BLEEDS,BLENDS,BLONDS
CREEKS,CREEDS,BREEDS,BLEEDS,BLENDS,BLONDS,BLONDE
STORMY,STOREY,STORED,STARED,SEARED,SEALED,PEALED
SETTER,BETTER,BEATER,BEAVER,BRAVER,BRAVES,BRAVOS
SLAVED,SHAVED,SHARED,SHARES,SHORES,CHORES,CHORUS
STORMY,STOREY,STORED,STARED,SEARED,REARED,REAPED
STATUS,STATES,STATED,SEATED,SEAMED,SEEMED,DEEMED
SHIRTS,SHIRES,SHARES,SHARED,SEARED,SEALED,PEALED
ROAMED,ROARED,SOARED,SHARED,SHARES,SHIRES,SHIRTS
NEARED,SEARED,SPARED,SPARES,SPORES,SPORTS,SPOUTS
WICKED,WINKED,WINGED,HINGED,HANGED,HANGER,HANGAR
WORKED,CORKED,COOKED,CHOKED,CHOKES,CHORES,CHORDS
POURED,SOURED,SOARED,SHARED,SHARES,SHARKS,SHACKS
SPORTS,SPORES,SPARES,SPARED,SEARED,SEAMED,BEAMED
STORMY,STOREY,STORED,STARED,SEARED,SEALED,HEALED
BRAVOS,BRAVES,BRAVER,BEAVER,BEATER,NEATER,NEUTER
HANGAR,HANGER,HANKER,HACKER,HACKED,LACKED,LICKED
NEARED,SEARED,SHARED,SHARES,SHARKS,SHACKS,SHOCKS
PEELED,PEALED,SEALED,SEARED,SHARED,SHARES,SHARKS
BUSIER,BUSTER,BUTTER,BETTER,SETTER,SETTEE,SETTLE
HELPED,HEAPED,HEALED,SEALED,SCALED,SCALES,SCALPS
ELATED,SLATED,STATED,STARED,STORED,STOREY,STORMY
SLAVED,SHAVED,SHARED,SHARES,SHORES,CHORES,CHORDS
HEALED,SEALED,SEARED,STARED,STORED,STOREY,STORMY
